,Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Min Price,Max Price,Price,Pets,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry,Date,Latitude,Longitude,Url
234,BLUESKY Chinatown,Strathcona Apartments,"183 Georgia St E, Vancouver, BC V6A 0E5",Vancouver,D6,2,2.0,898,3595,3595,3595.0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,2024-04-19 04:59:19.228,49.2796468,-123.1007584,https://www.padmapper.com/buildings/p427023/bluesky-chinatown-apartments-at-183-georgia-st-e-vancouver-bc-v6a-0e5
235,Waldorf Studios,Downtown Vancouver Apartments,"116 Hastings St W, Vancouver, BC V6B 1G8",Vancouver,Studio - 307,0,1.0,300,1665,1665,1665.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.28201215656686,-123.1077646337712,https://www.padmapper.com/buildings/p515297/waldorf-studios-apartments-at-116-hastings-st-w-vancouver-bc-v6b-1g8
236,Waldorf Studios,Downtown Vancouver Apartments,"116 Hastings St W, Vancouver, BC V6B 1G8",Vancouver,Studio - 315,0,1.0,350,1685,1685,1685.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.28201215656686,-123.1077646337712,https://www.padmapper.com/buildings/p515297/waldorf-studios-apartments-at-116-hastings-st-w-vancouver-bc-v6b-1g8
237,Conrad Apartments,Kensington,"1771 East 18th Ave, Vancouver, BC V5N None",Vancouver,2 Bedroom - Pet Friendly,2,2.0,650,3000,3200,3100.0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2024-04-19 04:59:19.228,49.2543584179186,-123.06882838924,https://www.padmapper.com/buildings/p450745/conrad-apartments-at-1771-east-18th-ave-vancouver-bc-v5n-none
238,Conrad Apartments,Kensington,"1771 East 18th Ave, Vancouver, BC V5N None",Vancouver,3 Bedroom Townhouse - Pet Friendly,3,2.0,1595,4750,4750,4750.0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2024-04-19 04:59:19.228,49.2543584179186,-123.06882838924,https://www.padmapper.com/buildings/p450745/conrad-apartments-at-1771-east-18th-ave-vancouver-bc-v5n-none
239,Brixton Flats,Strathcona Apartments,"303 Pender St E, Vancouver, BC V6A 0J3",Vancouver,Studio,0,1.0,498,2100,2100,2100.0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2024-04-19 04:59:19.228,49.28040748606046,-123.0970689734353,https://www.padmapper.com/buildings/p498070/brixton-flats-apartments-at-303-pender-st-e-vancouver-bc-v6a-0j3
240,Brixton Flats,Strathcona Apartments,"303 Pender St E, Vancouver, BC V6A 0J3",Vancouver,One Bedroom Modern and Spacious,1,1.0,486,2250,2250,2250.0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2024-04-19 04:59:19.228,49.28040748606046,-123.0970689734353,https://www.padmapper.com/buildings/p498070/brixton-flats-apartments-at-303-pender-st-e-vancouver-bc-v6a-0j3
241,Brixton Flats,Strathcona Apartments,"303 Pender St E, Vancouver, BC V6A 0J3",Vancouver,"2 Bed, 2 Bath Beauty",2,2.0,986,3300,3300,3300.0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2024-04-19 04:59:19.228,49.28040748606046,-123.0970689734353,https://www.padmapper.com/buildings/p498070/brixton-flats-apartments-at-303-pender-st-e-vancouver-bc-v6a-0j3
242,Wilkinson Apartments,Mt,"1715 Cook St, Vancouver, BC V5Y 3J6",Vancouver,2 Bedroom Penthouse - Pet Friendly,2,2.0,810,4100,4300,4200.0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2024-04-19 04:59:19.228,49.2694207469486,-123.110521247367,https://www.padmapper.com/buildings/p548009/wilkinson-apartments-at-1715-cook-st-vancouver-bc-v5y-3j6
243,Forte,Fairview Apartments,"1755 14th Ave W, Vancouver, BC V6J 2J6",Vancouver,Upgraded Studio,0,1.0,503,2650,2650,2650.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.25905765358957,-123.1438362605352,https://www.padmapper.com/buildings/p213592/forte-apartments-at-1755-14th-ave-w-vancouver-bc-v6j-2j6
244,Forte,Fairview Apartments,"1755 14th Ave W, Vancouver, BC V6J 2J6",Vancouver,Two Bedroom,2,2.0,893,3150,3150,3150.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.25905765358957,-123.1438362605352,https://www.padmapper.com/buildings/p213592/forte-apartments-at-1755-14th-ave-w-vancouver-bc-v6j-2j6
245,Chancellor Court,University Endowment Lands Apartments,"2233 Allison Rd, Vancouver, BC V6T 1T7",Vancouver,1 Bedroom - Ross House,1,1.0,670,2700,2700,2700.0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,49.2655836709858,-123.2414753771315,https://www.padmapper.com/buildings/p469623/chancellor-court-apartments-at-2233-allison-rd-vancouver-bc-v6t-1t7
246,Chancellor Court,University Endowment Lands Apartments,"2233 Allison Rd, Vancouver, BC V6T 1T7",Vancouver,2 Bedroom - garden view,2,2.0,910,3500,3500,3500.0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,49.2655836709858,-123.2414753771315,https://www.padmapper.com/buildings/p469623/chancellor-court-apartments-at-2233-allison-rd-vancouver-bc-v6t-1t7
247,Chancellor Court,University Endowment Lands Apartments,"2233 Allison Rd, Vancouver, BC V6T 1T7",Vancouver,Two bedroom - Ross House,2,2.0,970,3800,3800,3800.0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2024-04-19 04:59:19.228,49.2655836709858,-123.2414753771315,https://www.padmapper.com/buildings/p469623/chancellor-court-apartments-at-2233-allison-rd-vancouver-bc-v6t-1t7
248,1011 Beach Avenue,West End Apartments,"1011 Beach Ave, Vancouver, BC V6E 1T8",Vancouver,1 Bedroom · 1 Bathroom,1,1.0,560,2450,2450,2450.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.27679157069587,-123.1345176998928,https://www.padmapper.com/buildings/p220524/apartments-at-1011-beach-ave-vancouver-bc-v6e-1t8
249,1011 Beach Avenue,West End Apartments,"1011 Beach Ave, Vancouver, BC V6E 1T8",Vancouver,1 Bedroom · 1 Bathroom,1,1.0,540,2575,2575,2575.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.27679157069587,-123.1345176998928,https://www.padmapper.com/buildings/p220524/apartments-at-1011-beach-ave-vancouver-bc-v6e-1t8
250,1011 Beach Avenue,West End Apartments,"1011 Beach Ave, Vancouver, BC V6E 1T8",Vancouver,1 Bedroom · 1 Bathroom,1,1.0,560,2675,2675,2675.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.27679157069587,-123.1345176998928,https://www.padmapper.com/buildings/p220524/apartments-at-1011-beach-ave-vancouver-bc-v6e-1t8
251,1011 Beach Avenue,West End Apartments,"1011 Beach Ave, Vancouver, BC V6E 1T8",Vancouver,1 Bedroom · 1 Bathroom,1,1.0,560,2775,2775,2775.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.27679157069587,-123.1345176998928,https://www.padmapper.com/buildings/p220524/apartments-at-1011-beach-ave-vancouver-bc-v6e-1t8
252,1011 Beach Avenue,West End Apartments,"1011 Beach Ave, Vancouver, BC V6E 1T8",Vancouver,2 Bedrooms · 1 Bathroom,2,1.5,850,3950,3950,3950.0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2024-04-19 04:59:19.228,49.27679157069587,-123.1345176998928,https://www.padmapper.com/buildings/p220524/apartments-at-1011-beach-ave-vancouver-bc-v6e-1t8
253,Hendry Place,Kensington,"3588 Hull Street #34, Vancouver, BC V5N 4R9",Vancouver,G2,3,2.0,1095,4595,4595,4595.0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,2024-04-19 04:59:19.228,49.2521533,-123.0643214,https://www.padmapper.com/buildings/p1006583/hendry-place-apartments-at-3588-hull-street-vancouver-bc-v5n-4r9
254,Hendry Place,Kensington,"3588 Hull Street #34, Vancouver, BC V5N 4R9",Vancouver,G1,3,2.0,1090,4795,4795,4795.0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,2024-04-19 04:59:19.228,49.2521533,-123.0643214,https://www.padmapper.com/buildings/p1006583/hendry-place-apartments-at-3588-hull-street-vancouver-bc-v5n-4r9
255,Hendry Place,Kensington,"3588 Hull Street #34, Vancouver, BC V5N 4R9",Vancouver,T1,3,3.0,1408,4995,4995,4995.0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,2024-04-19 04:59:19.228,49.2521533,-123.0643214,https://www.padmapper.com/buildings/p1006583/hendry-place-apartments-at-3588-hull-street-vancouver-bc-v5n-4r9
256,Level Vancouver Downtown,Downtown Vancouver Apartments,"Drake St & Howe St, Vancouver, BC V6Z",Vancouver,Level Suite,0,1.0,410,4200,4200,4200.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.276761,-123.1287973,https://www.padmapper.com/buildings/p548560/level-vancouver-downtown-howe-apartments-at-drake-st-howe-st-vancouver-bc-v6z
257,Level Vancouver Downtown,Downtown Vancouver Apartments,"Drake St & Howe St, Vancouver, BC V6Z",Vancouver,One Bedroom Suite,1,1.0,425,4650,4650,4650.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.276761,-123.1287973,https://www.padmapper.com/buildings/p548560/level-vancouver-downtown-howe-apartments-at-drake-st-howe-st-vancouver-bc-v6z
258,Level Vancouver Downtown,Downtown Vancouver Apartments,"Drake St & Howe St, Vancouver, BC V6Z",Vancouver,Two Bedroom Suite,2,1.0,650,5400,5400,5400.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.276761,-123.1287973,https://www.padmapper.com/buildings/p548560/level-vancouver-downtown-howe-apartments-at-drake-st-howe-st-vancouver-bc-v6z
259,Level Vancouver Yaletown,Downtown Vancouver Apartments,"1022 Seymour Street, Vancouver, BC V6B 0G1",Vancouver,One Bedroom Suite,1,1.0,600,4500,4500,4500.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2024-04-19 04:59:19.228,49.2781691,-123.1223778,https://www.padmapper.com/buildings/p226150/level-vancouver-yaletown-seymour-apartments-at-1022-seymour-street-vancouver-bc-v6b-0g1
260,Level Vancouver Yaletown,Downtown Vancouver Apartments,"1022 Seymour Street, Vancouver, BC V6B 0G1",Vancouver,Penthouse,3,5.0,8425,30000,30000,30000.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2024-04-19 04:59:19.228,49.2781691,-123.1223778,https://www.padmapper.com/buildings/p226150/level-vancouver-yaletown-seymour-apartments-at-1022-seymour-street-vancouver-bc-v6b-0g1
261,Level Hotels ,Downtown Vancouver Apartments,"1388 Richards Street #T, Vancouver, BC V6B 3G6",Vancouver,One Bedroom Suite,1,1.0,500,4050,4050,4050.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.2740488,-123.1267641,https://www.padmapper.com/buildings/p355095/level-hotels-furnished-suites-apartments-at-1388-richards-street-vancouver-bc-v6b-3g6
262,Level Hotels ,Downtown Vancouver Apartments,"1388 Richards Street #T, Vancouver, BC V6B 3G6",Vancouver,Deluxe One Bedroom Suite,1,1.0,600,4800,4800,4800.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.2740488,-123.1267641,https://www.padmapper.com/buildings/p355095/level-hotels-furnished-suites-apartments-at-1388-richards-street-vancouver-bc-v6b-3g6
263,Level Hotels ,Downtown Vancouver Apartments,"1388 Richards Street #T, Vancouver, BC V6B 3G6",Vancouver,Two Bedroom Suite,2,2.0,700,5850,5850,5850.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2024-04-19 04:59:19.228,49.2740488,-123.1267641,https://www.padmapper.com/buildings/p355095/level-hotels-furnished-suites-apartments-at-1388-richards-street-vancouver-bc-v6b-3g6
264,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"1 Bedroom, 1 Bathroom",1,1.0,560,1325,1325,1325.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
265,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"1 Bedroom, 1 Bathroom + Den",1,1.0,688,1550,1550,1550.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
266,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"2 Bedroom, 2 Bathroom + Storage",2,2.0,962,1775,1775,1775.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
267,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"2 Bedroom, 2 Bathroom + Den",2,2.0,996,1795,1795,1795.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
268,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"3 Bedroom, 2 Bathroom + Storage",3,2.0,1094,1995,1995,1995.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
269,The Citation at Westport,Assiniboia Downs Apartments,"4067 Portage Ave, Winnipeg, MB R3K None",Winnipeg,"3 Bedroom, 2 Bathroom + Storage",3,2.0,1144,2045,2045,2045.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,2024-04-19 04:59:19.228,49.87949893567093,-97.3355276097124,https://www.padmapper.com/buildings/p1029420/the-citation-at-westport-apartments-at-4067-portage-ave-winnipeg-mb-r3k-none
270,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
271,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
272,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
273,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
274,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
275,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
276,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
277,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Grace (a),1,1.0,500,1295,1295,1295.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
278,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
279,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
280,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
281,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
282,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
283,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
284,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
285,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
286,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (f),1,1.0,748,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
287,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Belle (a),1,1.0,731,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
288,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Belle (a),1,1.0,731,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
289,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Belle (b),1,1.0,743,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
290,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
291,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
292,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Ashley (g),1,1.0,774,1495,1495,1495.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
293,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Levine (d),1,1.0,776,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
294,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Levine (d),1,1.0,776,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
295,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Levine (d),1,1.0,776,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
296,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,1 Bed - Levine (d),1,1.0,776,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
297,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,2 Bed - Roderick (a),2,1.0,874,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
298,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,2 Bed - Roderick (a),2,1.0,874,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
299,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,2 Bed - Roderick (a),2,1.0,874,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
300,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,2 Bed - Roderick (a),2,1.0,874,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
301,The Edge,Downtown Winnipeg Apartments,"76 Festival Dr, Winnipeg, MB R3K 2J3",Winnipeg,2 Bed - Roderick (a),2,1.0,874,1595,1595,1595.0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2024-04-19 04:59:19.228,49.90057,-97.13919,https://www.padmapper.com/buildings/p1026509/the-edge-apartments-at-76-festival-dr-winnipeg-mb-r3k-2j3
